Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","46","Congo","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","3414.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","46","Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.72","X","International reliable sources",""
"FS","Suite of Food Security Indicators","46","Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.44","X","International reliable sources",""
"FS","Suite of Food Security Indicators","48","Costa Rica","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","15707.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","48","Costa Rica","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","19426.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","48","Costa Rica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.36","X","International reliable sources",""
"FS","Suite of Food Security Indicators","48","Costa Rica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.49","X","International reliable sources",""
"FS","Suite of Food Security Indicators","107","Côte d'Ivoire","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","3639.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","107","Côte d'Ivoire","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","5028.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","107","Côte d'Ivoire","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-1.81","X","International reliable sources",""
"FS","Suite of Food Security Indicators","107","Côte d'Ivoire","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.93","X","International reliable sources",""
"FS","Suite of Food Security Indicators","98","Croatia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","26348.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","98","Croatia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","27557.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","98","Croatia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.57","X","International reliable sources",""
"FS","Suite of Food Security Indicators","98","Croatia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.77","X","International reliable sources",""
"FS","Suite of Food Security Indicators","49","Cuba","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.52","X","International reliable sources",""
"FS","Suite of Food Security Indicators","49","Cuba","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.65","X","International reliable sources",""
"FS","Suite of Food Security Indicators","50","Cyprus","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","40324.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","50","Cyprus","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","38822.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","50","Cyprus","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.64","X","International reliable sources",""
"FS","Suite of Food Security Indicators","50","Cyprus","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.54","X","International reliable sources",""
"FS","Suite of Food Security Indicators","167","Czechia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","34710.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","167","Czechia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","39452.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","167","Czechia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.05","X","International reliable sources",""
"FS","Suite of Food Security Indicators","167","Czechia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.04","X","International reliable sources",""
"FS","Suite of Food Security Indicators","116","Democratic People's Republic of Korea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.52","X","International reliable sources",""
"FS","Suite of Food Security Indicators","116","Democratic People's Republic of Korea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.35","X","International reliable sources",""
"FS","Suite of Food Security Indicators","250","Democratic Republic of the Congo","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","839.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","250","Democratic Republic of the Congo","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","1085.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","250","Democratic Republic of the Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-2.01","X","International reliable sources",""
"FS","Suite of Food Security Indicators","250","Democratic Republic of the Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-2.12","X","International reliable sources",""
"FS","Suite of Food Security Indicators","54","Denmark","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","53109","X","International reliable sources",""
"FS","Suite of Food Security Indicators","54","Denmark","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","56102.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","54","Denmark","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.07","X","International reliable sources",""
"FS","Suite of Food Security Indicators","54","Denmark","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.96","X","International reliable sources",""
"FS","Suite of Food Security Indicators","72","Djibouti","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","5214.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","72","Djibouti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.27","X","International reliable sources",""
"FS","Suite of Food Security Indicators","72","Djibouti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.13","X","International reliable sources",""
"FS","Suite of Food Security Indicators","55","Dominica","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","12073.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","55","Dominica","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","11533.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","55","Dominica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.92","X","International reliable sources",""
"FS","Suite of Food Security Indicators","55","Dominica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.11","X","International reliable sources",""
"FS","Suite of Food Security Indicators","56","Dominican Republic","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","11980.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","56","Dominican Republic","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","17711.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","56","Dominican Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.04","X","International reliable sources",""
"FS","Suite of Food Security Indicators","56","Dominican Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.03","X","International reliable sources",""
"FS","Suite of Food Security Indicators","58","Ecuador","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","10257.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","58","Ecuador","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","11561.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","58","Ecuador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.73","X","International reliable sources",""
"FS","Suite of Food Security Indicators","58","Ecuador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.07","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","9763.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","11366.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.51","X","International reliable sources",""
"FS","Suite of Food Security Indicators","59","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-1.16","X","International reliable sources",""
"FS","Suite of Food Security Indicators","60","El Salvador","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","7392.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","60","El Salvador","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","8615.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","60","El Salvador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.04","X","International reliable sources",""
"FS","Suite of Food Security Indicators","60","El Salvador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.33","X","International reliable sources",""
"FS","Suite of Food Security Indicators","61","Equatorial Guinea","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","41249.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","61","Equatorial Guinea","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","20359.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","61","Equatorial Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","61","Equatorial Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.05","X","International reliable sources",""
"FS","Suite of Food Security Indicators","178","Eritrea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.71","X","International reliable sources",""
"FS","Suite of Food Security Indicators","178","Eritrea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.61","X","International reliable sources",""
"FS","Suite of Food Security Indicators","63","Estonia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","29667","X","International reliable sources",""
"FS","Suite of Food Security Indicators","63","Estonia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","35308.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","63","Estonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.57","X","International reliable sources",""
"FS","Suite of Food Security Indicators","63","Estonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","209","Eswatini","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","7229.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","209","Eswatini","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","8606.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","209","Eswatini","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.08","X","International reliable sources",""
"FS","Suite of Food Security Indicators","209","Eswatini","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.31","X","International reliable sources",""
"FS","Suite of Food Security Indicators","238","Ethiopia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","1086.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","238","Ethiopia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","2103.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","238","Ethiopia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-1.73","X","International reliable sources",""
"FS","Suite of Food Security Indicators","238","Ethiopia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-1.34","X","International reliable sources",""
"FS","Suite of Food Security Indicators","66","Fiji","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","10536.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","66","Fiji","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","13808.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","66","Fiji","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.07","X","International reliable sources",""
"FS","Suite of Food Security Indicators","66","Fiji","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.74","X","International reliable sources",""
"FS","Suite of Food Security Indicators","67","Finland","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","48818.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","67","Finland","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","48191.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","67","Finland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.45","X","International reliable sources",""
"FS","Suite of Food Security Indicators","67","Finland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.92","X","International reliable sources",""
"FS","Suite of Food Security Indicators","68","France","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","43202.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","68","France","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","45561","X","International reliable sources",""
"FS","Suite of Food Security Indicators","68","France","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.55","X","International reliable sources",""
"FS","Suite of Food Security Indicators","68","France","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.11","X","International reliable sources",""
"FS","Suite of Food Security Indicators","74","Gabon","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","14377.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","74","Gabon","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","14743.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","74","Gabon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.26","X","International reliable sources",""
"FS","Suite of Food Security Indicators","74","Gabon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.25","X","International reliable sources",""
"FS","Suite of Food Security Indicators","75","Gambia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","2205.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","75","Gambia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","2144.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","75","Gambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.07","X","International reliable sources",""
"FS","Suite of Food Security Indicators","75","Gambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.03","X","International reliable sources",""
"FS","Suite of Food Security Indicators","73","Georgia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","9358.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","73","Georgia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","14257.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","73","Georgia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.92","X","International reliable sources",""
"FS","Suite of Food Security Indicators","73","Georgia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.43","X","International reliable sources",""
"FS","Suite of Food Security Indicators","79","Germany","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","47572.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","79","Germany","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","53660","X","International reliable sources",""
"FS","Suite of Food Security Indicators","79","Germany","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.95","X","International reliable sources",""
"FS","Suite of Food Security Indicators","79","Germany","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","81","Ghana","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","3469.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","81","Ghana","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","5194.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","81","Ghana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.03","X","International reliable sources",""
"FS","Suite of Food Security Indicators","81","Ghana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.03","X","International reliable sources",""
"FS","Suite of Food Security Indicators","84","Greece","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","37696.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","84","Greece","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","29711.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","84","Greece","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.27","X","International reliable sources",""
"FS","Suite of Food Security Indicators","84","Greece","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.09","X","International reliable sources",""
"FS","Suite of Food Security Indicators","85","Greenland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.94","X","International reliable sources",""
"FS","Suite of Food Security Indicators","86","Grenada","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","14542","X","International reliable sources",""
"FS","Suite of Food Security Indicators","86","Grenada","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","16801.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","86","Grenada","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.39","X","International reliable sources",""
"FS","Suite of Food Security Indicators","86","Grenada","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","89","Guatemala","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","7362.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","89","Guatemala","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","8448.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","89","Guatemala","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.71","X","International reliable sources",""
"FS","Suite of Food Security Indicators","89","Guatemala","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.54","X","International reliable sources",""
"FS","Suite of Food Security Indicators","90","Guinea","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","1890.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","90","Guinea","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","2498.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","90","Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-2.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","90","Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.88","X","International reliable sources",""
"FS","Suite of Food Security Indicators","175","Guinea-Bissau","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","1700.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","175","Guinea-Bissau","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","1949.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","175","Guinea-Bissau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.71","X","International reliable sources",""
"FS","Suite of Food Security Indicators","175","Guinea-Bissau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.67","X","International reliable sources",""
"FS","Suite of Food Security Indicators","91","Guyana","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","6584","X","International reliable sources",""
"FS","Suite of Food Security Indicators","91","Guyana","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","9312.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","91","Guyana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.63","X","International reliable sources",""
"FS","Suite of Food Security Indicators","91","Guyana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.18","X","International reliable sources",""
"FS","Suite of Food Security Indicators","93","Haiti","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","1663.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","93","Haiti","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","1767.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","93","Haiti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-1.39","X","International reliable sources",""
"FS","Suite of Food Security Indicators","93","Haiti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.63","X","International reliable sources",""
"FS","Suite of Food Security Indicators","95","Honduras","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","5011.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","95","Honduras","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","5672.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","95","Honduras","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.53","X","International reliable sources",""
"FS","Suite of Food Security Indicators","95","Honduras","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.55","X","International reliable sources",""
"FS","Suite of Food Security Indicators","97","Hungary","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","25979.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","97","Hungary","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","31072.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","97","Hungary","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.75","X","International reliable sources",""
"FS","Suite of Food Security Indicators","97","Hungary","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.76","X","International reliable sources",""
"FS","Suite of Food Security Indicators","99","Iceland","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","52126.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","99","Iceland","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","56157.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","99","Iceland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.22","X","International reliable sources",""
"FS","Suite of Food Security Indicators","99","Iceland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.41","X","International reliable sources",""
"FS","Suite of Food Security Indicators","100","India","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","3713.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","100","India","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","6496.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","100","India","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-1.11","X","International reliable sources",""
"FS","Suite of Food Security Indicators","100","India","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.96","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","7657.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","11371.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-1.06","X","International reliable sources",""
"FS","Suite of Food Security Indicators","101","Indonesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.53","X","International reliable sources",""
"FS","Suite of Food Security Indicators","102","Iran (Islamic Republic of)","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","13213.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","102","Iran (Islamic Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.94","X","International reliable sources",""
"FS","Suite of Food Security Indicators","102","Iran (Islamic Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-1.31","X","International reliable sources",""
"FS","Suite of Food Security Indicators","103","Iraq","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","8633.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","103","Iraq","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","10660.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","103","Iraq","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-2.47","X","International reliable sources",""
"FS","Suite of Food Security Indicators","103","Iraq","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-2.56","X","International reliable sources",""
"FS","Suite of Food Security Indicators","104","Ireland","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","55749.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","104","Ireland","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","83470.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","104","Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.19","X","International reliable sources",""
"FS","Suite of Food Security Indicators","104","Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.03","X","International reliable sources",""
"FS","Suite of Food Security Indicators","105","Israel","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","34183.7","X","International reliable sources",""
