Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","33","Canada","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","14194","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","33","Canada","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","223","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","33","Canada","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","3906","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","33","Canada","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","316","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","40","Chili","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","1475","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","40","Chili","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","87","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","40","Chili","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","80","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","40","Chili","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1519","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","40","Chili","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","40","Chili","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","680","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","40","Chili","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","116","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","96","Chine - RAS de Hong-Kong","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","41","Chine, continentale","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","121926","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","41","Chine, continentale","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","135809","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","41","Chine, continentale","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","1699","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","41","Chine, continentale","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","218489","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","41","Chine, continentale","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","650","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","41","Chine, continentale","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","614","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","41","Chine, continentale","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","1746","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","41","Chine, continentale","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","2892","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","41","Chine, continentale","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1248","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","214","Chine, Taiwan Province de","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","214","Chine, Taiwan Province de","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1063","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","214","Chine, Taiwan Province de","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","214","Chine, Taiwan Province de","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","135","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","214","Chine, Taiwan Province de","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","214","Chine, Taiwan Province de","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","214","Chine, Taiwan Province de","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","50","Chypre","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","15","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","50","Chypre","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","36","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","50","Chypre","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","44","Colombie","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","8","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","44","Colombie","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1367","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","44","Colombie","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","13","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","44","Colombie","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1779","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","44","Colombie","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","44","Colombie","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","44","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","46","Congo","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","46","Congo","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","14","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","46","Congo","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","14","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","46","Congo","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","48","Costa Rica","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","150","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","48","Costa Rica","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","14","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","48","Costa Rica","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","107","Côte d'Ivoire","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1290","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","107","Côte d'Ivoire","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","661","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","107","Côte d'Ivoire","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","50","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","107","Côte d'Ivoire","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","50","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","107","Côte d'Ivoire","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","17","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","98","Croatie","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","999","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","98","Croatie","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","201","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","98","Croatie","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1874","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","98","Croatie","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","98","Croatie","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","60","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","98","Croatie","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","98","Croatie","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","98","Croatie","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","50","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","49","Cuba","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","449","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","49","Cuba","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","426","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","49","Cuba","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","54","Danemark","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","4145","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","54","Danemark","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","3950","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","54","Danemark","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","76","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","54","Danemark","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","527","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","54","Danemark","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","313","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","54","Danemark","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","109","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","72","Djibouti","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","55","Dominique","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","59","Égypte","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","9460","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","59","Égypte","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","3818","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","59","Égypte","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","130","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","59","Égypte","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","7957","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","59","Égypte","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","90","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","59","Égypte","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","762","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","60","El Salvador","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","24","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","60","El Salvador","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","867","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","60","El Salvador","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","141","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","225","Émirats arabes unis","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","225","Émirats arabes unis","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","225","Émirats arabes unis","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","225","Émirats arabes unis","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","54","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","58","Équateur","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","58","Équateur","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1011","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","58","Équateur","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","21","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","58","Équateur","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1543","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","58","Équateur","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","58","Équateur","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","58","Équateur","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","15","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","58","Équateur","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","203","Espagne","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","7745","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","203","Espagne","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","585","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","203","Espagne","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","10005","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","203","Espagne","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","4888","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","203","Espagne","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","384","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","203","Espagne","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","958","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","203","Espagne","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","203","Espagne","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","45","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","203","Espagne","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","472","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","63","Estonie","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","407","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","63","Estonie","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","441","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","63","Estonie","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","22","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","63","Estonie","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","85","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","63","Estonie","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","21","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","209","Eswatini","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","209","Eswatini","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","209","Eswatini","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","119","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","209","Eswatini","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","231","États-Unis d'Amérique","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","57967","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","231","États-Unis d'Amérique","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","5745","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","231","États-Unis d'Amérique","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","4683","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","231","États-Unis d'Amérique","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","353699","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","231","États-Unis d'Amérique","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","195","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","231","États-Unis d'Amérique","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","1016","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","231","États-Unis d'Amérique","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","418","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","231","États-Unis d'Amérique","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","9882","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","231","États-Unis d'Amérique","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","81","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","238","Éthiopie","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","4039","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","238","Éthiopie","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","123","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","238","Éthiopie","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","1933","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","238","Éthiopie","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","6674","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","238","Éthiopie","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","60","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","238","Éthiopie","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","807","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","238","Éthiopie","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","4338","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","238","Éthiopie","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","4672","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","185","Fédération de Russie","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","52091","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","185","Fédération de Russie","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","624","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","185","Fédération de Russie","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","15389","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","185","Fédération de Russie","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","11635","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","185","Fédération de Russie","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","3360","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","185","Fédération de Russie","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","4932","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","185","Fédération de Russie","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","419","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","185","Fédération de Russie","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","172","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","185","Fédération de Russie","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1451","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","66","Fidji","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","66","Fidji","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","66","Fidji","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","67","Finlande","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","869","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","67","Finlande","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","1904","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","67","Finlande","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","26","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","67","Finlande","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","1197","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","67","Finlande","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","69","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","68","France","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","38614","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","68","France","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","55","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","68","France","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","10316","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","68","France","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","15031","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","68","France","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","143","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","68","France","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","432","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","68","France","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","40","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","68","France","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","279","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","68","France","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2559","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","74","Gabon","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","74","Gabon","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","45","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","75","Gambie","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","46","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","75","Gambie","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","33","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","75","Gambie","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","94","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","75","Gambie","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","30","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","75","Gambie","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","73","Géorgie","5511","Production","2511","Blé","2013","2013","Milliers de tonnes","81","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","73","Géorgie","5511","Production","2513","Orge","2013","2013","Milliers de tonnes","35","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","73","Géorgie","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","364","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","73","Géorgie","5511","Production","2515","Seigle","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","73","Géorgie","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","73","Géorgie","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","7","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","81","Ghana","5511","Production","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","380","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","81","Ghana","5511","Production","2514","Maïs","2013","2013","Milliers de tonnes","1764","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","81","Ghana","5511","Production","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaire (Ancienne méthodologie et population)","81","Ghana","5511","Production","2517","Millet","2013","2013","Milliers de tonnes","155","S","Données standardisées"
